"record_id","campaign_id","campaign_name","campaign_date","month_start","campaign_year","campaign_month_number","campaign_month_name","year_month","campaign_quarter","channel","campaign_type","region","audience_segment","device","impressions","clicks","conversions","spend_usd","revenue_usd","profit_usd","row_profit_margin_percentage"
"REC-000988","CAMP-019","Display Retargeting Loop","2025-03-28","2025-03-01",2025,3,"March    ","2025-03","Q1","Display Ads","Retargeting","Latin America","Small Business Owners","Tablet",10807,57,2,38.18,363.21,325.03,89.49
"REC-000989","CAMP-015","Monthly Product Digest","2025-03-28","2025-03-01",2025,3,"March    ","2025-03","Q1","Email","Customer Nurture","Latin America","Students & Young Professionals","Mobile",8274,407,16,102.49,898.13,795.64,88.59
"REC-000990","CAMP-015","Monthly Product Digest","2025-03-28","2025-03-01",2025,3,"March    ","2025-03","Q1","Email","Customer Nurture","Europe","Students & Young Professionals","Mobile",4549,253,16,59.46,1231.36,1171.90,95.17
"REC-000991","CAMP-012","Youth Engagement Sprint","2025-03-28","2025-03-01",2025,3,"March    ","2025-03","Q1","TikTok Ads","Engagement","Latin America","Returning Customers","Desktop",12022,139,3,105.04,289.12,184.08,63.67
"REC-000992","CAMP-012","Youth Engagement Sprint","2025-03-28","2025-03-01",2025,3,"March    ","2025-03","Q1","TikTok Ads","Engagement","North America","Returning Customers","Desktop",16863,139,5,146.19,416.61,270.42,64.91
"REC-000993","CAMP-021","Micro Creator Conversion","2025-03-28","2025-03-01",2025,3,"March    ","2025-03","Q1","Influencer","Influencer Partnership","Europe","New Customers","Desktop",14300,440,20,411.83,1842.32,1430.49,77.65
"REC-000994","CAMP-021","Micro Creator Conversion","2025-03-28","2025-03-01",2025,3,"March    ","2025-03","Q1","Influencer","Influencer Partnership","Asia-Pacific","Small Business Owners","Mobile",32991,1072,33,1055.86,4069.60,3013.74,74.05
"REC-000995","CAMP-002","Brand Demand Capture","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","Google Ads","Brand Awareness","North America","Students & Young Professionals","Mobile",3787,151,3,334.68,126.78,-207.90,-163.98
"REC-000996","CAMP-014","Win Back Customers","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","Email","Reactivation","North America","Enterprise Decision Makers","Mobile",12992,958,146,142.27,53119.15,52976.88,99.73
"REC-000997","CAMP-021","Micro Creator Conversion","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","Influencer","Influencer Partnership","MENA","Returning Customers","Desktop",51407,1931,106,1234.42,10698.16,9463.74,88.46
"REC-000998","CAMP-021","Micro Creator Conversion","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","Influencer","Influencer Partnership","MENA","New Customers","Tablet",14867,435,11,405.67,1100.54,694.87,63.14
"REC-000999","CAMP-017","Product Demo Views","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","YouTube Ads","Product Education","Asia-Pacific","New Customers","Desktop",30806,306,5,281.61,491.35,209.74,42.69
"REC-001000","CAMP-005","Cart Recovery Social","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","Meta Ads","Retargeting","North America","Returning Customers","Mobile",18330,496,28,512.81,3398.43,2885.62,84.91
"REC-001001","CAMP-005","Cart Recovery Social","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","Meta Ads","Retargeting","Europe","Students & Young Professionals","Desktop",26611,796,37,752.78,2102.45,1349.67,64.20
"REC-001002","CAMP-010","Short Video Discovery","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","TikTok Ads","Prospecting","MENA","Returning Customers","Tablet",15218,230,5,147.26,556.66,409.40,73.55
"REC-001003","CAMP-010","Short Video Discovery","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","TikTok Ads","Prospecting","MENA","Small Business Owners","Mobile",30242,582,14,303.44,1870.51,1567.07,83.78
"REC-001004","CAMP-016","Video Reach Accelerator","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","YouTube Ads","Brand Awareness","Europe","New Customers","Desktop",27374,222,1,202.20,68.95,-133.25,-193.26
"REC-001005","CAMP-001","Search Growth Engine","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","Google Ads","Always-on Acquisition","Europe","New Customers","Desktop",11594,596,40,983.47,3068.79,2085.32,67.95
"REC-001006","CAMP-001","Search Growth Engine","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","Google Ads","Always-on Acquisition","North America","Students & Young Professionals","Mobile",7131,368,12,704.55,1019.51,314.96,30.89
"REC-001007","CAMP-023","Enterprise Pipeline Builder","2025-03-29","2025-03-01",2025,3,"March    ","2025-03","Q1","LinkedIn Ads","Lead Generation","North America","Returning Customers","Mobile",5934,104,13,656.03,2690.82,2034.79,75.62
"REC-001008","CAMP-021","Micro Creator Conversion","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","Influencer","Influencer Partnership","North America","Enterprise Decision Makers","Desktop",16454,439,20,464.87,6412.53,5947.66,92.75
"REC-001009","CAMP-015","Monthly Product Digest","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","Email","Customer Nurture","MENA","Students & Young Professionals","Mobile",10159,459,33,117.87,2217.72,2099.85,94.69
"REC-001010","CAMP-015","Monthly Product Digest","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","Email","Customer Nurture","MENA","Small Business Owners","Tablet",4079,186,21,47.95,2900.07,2852.12,98.35
"REC-001011","CAMP-004","Social Scale Prospecting","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","Meta Ads","Prospecting","Europe","New Customers","Mobile",23126,441,12,456.70,1259.18,802.48,63.73
"REC-001012","CAMP-006","Seasonal Offer Push","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","Meta Ads","Seasonal Promotion","North America","New Customers","Desktop",20261,380,12,501.04,1029.67,528.63,51.34
"REC-001013","CAMP-014","Win Back Customers","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","Email","Reactivation","Asia-Pacific","Returning Customers","Desktop",12276,812,178,139.43,31882.59,31743.16,99.56
"REC-001014","CAMP-014","Win Back Customers","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","Email","Reactivation","Latin America","Returning Customers","Desktop",6104,445,102,79.34,16128.28,16048.94,99.51
"REC-001015","CAMP-008","Executive Thought Leadership","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","LinkedIn Ads","Brand Awareness","North America","Students & Young Professionals","Tablet",4048,24,0,170.37,0.00,-170.37,NULL
"REC-001016","CAMP-008","Executive Thought Leadership","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","LinkedIn Ads","Brand Awareness","MENA","Small Business Owners","Mobile",2276,19,1,138.46,60.53,-77.93,-128.75
"REC-001017","CAMP-005","Cart Recovery Social","2025-03-30","2025-03-01",2025,3,"March    ","2025-03","Q1","Meta Ads","Retargeting","MENA","Students & Young Professionals","Mobile",9998,220,7,251.07,545.28,294.21,53.96
"REC-001018","CAMP-016","Video Reach Accelerator","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","YouTube Ads","Brand Awareness","Asia-Pacific","Small Business Owners","Desktop",8974,56,0,69.08,0.00,-69.08,NULL
"REC-001019","CAMP-002","Brand Demand Capture","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","Google Ads","Brand Awareness","Latin America","Small Business Owners","Mobile",14946,511,23,743.48,2126.72,1383.24,65.04
"REC-001020","CAMP-002","Brand Demand Capture","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","Google Ads","Brand Awareness","North America","Enterprise Decision Makers","Mobile",16927,494,21,805.31,4577.47,3772.16,82.41
"REC-001021","CAMP-019","Display Retargeting Loop","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","Display Ads","Retargeting","North America","Students & Young Professionals","Desktop",35100,190,2,112.25,126.90,14.65,11.54
"REC-001022","CAMP-004","Social Scale Prospecting","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","Meta Ads","Prospecting","Europe","Small Business Owners","Mobile",17749,337,13,335.96,2051.05,1715.09,83.62
"REC-001023","CAMP-004","Social Scale Prospecting","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","Meta Ads","Prospecting","Europe","Enterprise Decision Makers","Mobile",9016,183,9,205.55,2767.58,2562.03,92.57
"REC-001024","CAMP-015","Monthly Product Digest","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","Email","Customer Nurture","Europe","New Customers","Desktop",11174,436,34,110.32,3031.59,2921.27,96.36
"REC-001025","CAMP-015","Monthly Product Digest","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","Email","Customer Nurture","Europe","Students & Young Professionals","Tablet",14477,571,35,150.50,2096.24,1945.74,92.82
"REC-001026","CAMP-017","Product Demo Views","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","YouTube Ads","Product Education","North America","Small Business Owners","Desktop",42081,316,8,245.55,1189.60,944.05,79.36
"REC-001027","CAMP-017","Product Demo Views","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","YouTube Ads","Product Education","North America","Returning Customers","Mobile",16061,177,5,191.04,745.30,554.26,74.37
"REC-001028","CAMP-003","High Intent Retargeting","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","Google Ads","Retargeting","Asia-Pacific","Returning Customers","Desktop",17976,1188,116,1529.55,14725.40,13195.85,89.61
"REC-001029","CAMP-021","Micro Creator Conversion","2025-03-31","2025-03-01",2025,3,"March    ","2025-03","Q1","Influencer","Influencer Partnership","MENA","Returning Customers","Mobile",48201,1642,63,913.45,6295.79,5382.34,85.49
"REC-001030","CAMP-013","Lifecycle Nurture","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","Asia-Pacific","New Customers","Mobile",11231,617,59,125.31,6424.67,6299.36,98.05
"REC-001031","CAMP-013","Lifecycle Nurture","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","Asia-Pacific","Returning Customers","Desktop",9422,415,71,98.30,8991.17,8892.87,98.91
"REC-001032","CAMP-016","Video Reach Accelerator","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","MENA","Students & Young Professionals","Desktop",8139,51,1,74.75,59.53,-15.22,-25.57
"REC-001033","CAMP-016","Video Reach Accelerator","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","Latin America","Returning Customers","Mobile",29626,256,3,195.55,324.79,129.24,39.79
"REC-001034","CAMP-006","Seasonal Offer Push","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","MENA","Small Business Owners","Desktop",12434,220,8,180.35,893.32,712.97,79.81
"REC-001035","CAMP-006","Seasonal Offer Push","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","Europe","New Customers","Mobile",10015,287,9,326.39,1009.86,683.47,67.68
"REC-001036","CAMP-009","Startup Founder Leads","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Asia-Pacific","Enterprise Decision Makers","Tablet",9498,87,4,412.43,1417.82,1005.39,70.91
"REC-001037","CAMP-009","Startup Founder Leads","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","North America","Students & Young Professionals","Desktop",2747,26,1,170.89,99.46,-71.43,-71.82
"REC-001038","CAMP-017","Product Demo Views","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","Latin America","New Customers","Tablet",21515,147,2,124.50,175.76,51.26,29.16
"REC-001039","CAMP-021","Micro Creator Conversion","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Europe","New Customers","Mobile",17066,655,19,517.97,1597.33,1079.36,67.57
"REC-001040","CAMP-021","Micro Creator Conversion","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Europe","Small Business Owners","Mobile",69958,2808,80,1402.50,13163.24,11760.74,89.35
"REC-001041","CAMP-010","Short Video Discovery","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Prospecting","MENA","Small Business Owners","Desktop",33204,575,16,426.30,1995.36,1569.06,78.64
"REC-001042","CAMP-020","Creator Partnership Series","2025-04-01","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Latin America","New Customers","Mobile",19704,559,10,546.72,1046.56,499.84,47.76
"REC-001043","CAMP-002","Brand Demand Capture","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Brand Awareness","Asia-Pacific","New Customers","Mobile",13165,415,11,583.44,829.61,246.17,29.67
"REC-001044","CAMP-009","Startup Founder Leads","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Europe","Returning Customers","Mobile",9136,106,11,626.15,1653.75,1027.60,62.14
"REC-001045","CAMP-012","Youth Engagement Sprint","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Engagement","Europe","Small Business Owners","Desktop",11180,186,5,186.47,441.80,255.33,57.79
"REC-001046","CAMP-023","Enterprise Pipeline Builder","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","North America","New Customers","Mobile",7734,112,10,665.56,1531.25,865.69,56.53
"REC-001047","CAMP-023","Enterprise Pipeline Builder","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","MENA","New Customers","Mobile",3600,51,5,207.85,664.84,456.99,68.74
"REC-001048","CAMP-008","Executive Thought Leadership","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Brand Awareness","Latin America","Returning Customers","Mobile",3071,37,1,183.88,50.99,-132.89,-260.62
"REC-001049","CAMP-008","Executive Thought Leadership","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Brand Awareness","North America","Small Business Owners","Mobile",8416,72,2,487.68,126.75,-360.93,-284.76
"REC-001050","CAMP-021","Micro Creator Conversion","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Latin America","Returning Customers","Desktop",40025,1331,72,764.70,7231.29,6466.59,89.43
"REC-001051","CAMP-021","Micro Creator Conversion","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Europe","Students & Young Professionals","Mobile",12054,315,9,230.63,632.15,401.52,63.52
"REC-001052","CAMP-018","Programmatic Market Reach","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Brand Awareness","Asia-Pacific","Students & Young Professionals","Desktop",35172,100,0,100.19,0.00,-100.19,NULL
"REC-001053","CAMP-015","Monthly Product Digest","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","Asia-Pacific","Students & Young Professionals","Mobile",7614,500,26,97.04,1825.27,1728.23,94.68
"REC-001054","CAMP-015","Monthly Product Digest","2025-04-02","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","MENA","Returning Customers","Desktop",15853,705,78,165.81,7661.44,7495.63,97.84
"REC-001055","CAMP-005","Cart Recovery Social","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Retargeting","Europe","New Customers","Mobile",27948,1079,57,1034.98,4359.93,3324.95,76.26
"REC-001056","CAMP-017","Product Demo Views","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","North America","New Customers","Mobile",30178,431,5,351.27,514.91,163.64,31.78
"REC-001057","CAMP-009","Startup Founder Leads","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Europe","Returning Customers","Mobile",3534,63,8,339.77,1124.86,785.09,69.79
"REC-001058","CAMP-009","Startup Founder Leads","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","North America","Small Business Owners","Mobile",8270,146,13,813.64,2577.02,1763.38,68.43
"REC-001059","CAMP-002","Brand Demand Capture","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Brand Awareness","Latin America","Unknown","Mobile",4130,175,4,242.46,208.89,-33.57,-16.07
"REC-001060","CAMP-014","Win Back Customers","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Reactivation","Latin America","Returning Customers","Desktop",6082,415,84,85.13,14152.87,14067.74,99.40
"REC-001061","CAMP-014","Win Back Customers","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Reactivation","Europe","Enterprise Decision Makers","Desktop",10925,644,134,118.54,42791.34,42672.80,99.72
"REC-001062","CAMP-016","Video Reach Accelerator","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","MENA","Students & Young Professionals","Desktop",10719,70,1,68.82,63.79,-5.03,-7.89
"REC-001063","CAMP-012","Youth Engagement Sprint","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Engagement","Asia-Pacific","Small Business Owners","Tablet",16793,239,4,202.66,476.61,273.95,57.48
"REC-001064","CAMP-004","Social Scale Prospecting","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Prospecting","Europe","Returning Customers","Mobile",29626,741,37,767.65,5107.97,4340.32,84.97
"REC-001065","CAMP-020","Creator Partnership Series","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Asia-Pacific","Students & Young Professionals","Desktop",20666,513,16,484.19,926.84,442.65,47.76
"REC-001066","CAMP-020","Creator Partnership Series","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Latin America","Returning Customers","Desktop",30003,774,36,910.64,3485.32,2574.68,73.87
"REC-001067","CAMP-003","High Intent Retargeting","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Retargeting","Europe","New Customers","Mobile",8455,484,39,848.26,4234.07,3385.81,79.97
"REC-001068","CAMP-003","High Intent Retargeting","2025-04-03","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Retargeting","North America","Returning Customers","Desktop",21210,814,101,1455.26,17226.28,15771.02,91.55
"REC-001069","CAMP-020","Creator Partnership Series","2025-04-04","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","MENA","New Customers","Mobile",19425,699,20,609.46,1998.81,1389.35,69.51
"REC-001070","CAMP-020","Creator Partnership Series","2025-04-04","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Asia-Pacific","New Customers","Desktop",38058,958,39,1183.52,3849.82,2666.30,69.26
"REC-001071","CAMP-009","Startup Founder Leads","2025-04-04","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","North America","Students & Young Professionals","Mobile",3011,46,2,246.90,166.93,-79.97,-47.91
"REC-001072","CAMP-003","High Intent Retargeting","2025-04-04","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Retargeting","Europe","Enterprise Decision Makers","Desktop",9546,439,66,641.71,21301.52,20659.81,96.99
"REC-001073","CAMP-014","Win Back Customers","2025-04-04","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Reactivation","MENA","Small Business Owners","Desktop",8174,442,82,92.18,15490.30,15398.12,99.40
"REC-001074","CAMP-024","Mobile App Acquisition","2025-04-04","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","App Acquisition","North America","Returning Customers","Mobile",15512,421,28,755.94,1700.48,944.54,55.55
"REC-001075","CAMP-016","Video Reach Accelerator","2025-04-04","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","Europe","Students & Young Professionals","Mobile",12179,109,2,119.09,130.50,11.41,8.74
"REC-001076","CAMP-016","Video Reach Accelerator","2025-04-04","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Brand Awareness","North America","Small Business Owners","Mobile",31462,259,2,265.73,203.08,-62.65,-30.85
"REC-001077","CAMP-018","Programmatic Market Reach","2025-04-04","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Brand Awareness","Latin America","Returning Customers","Desktop",38597,143,1,67.77,82.46,14.69,17.81
"REC-001078","CAMP-017","Product Demo Views","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","Europe","Students & Young Professionals","Mobile",37656,412,6,417.07,509.97,92.90,18.22
"REC-001079","CAMP-002","Brand Demand Capture","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Brand Awareness","Asia-Pacific","New Customers","Mobile",12963,496,16,923.97,1161.05,237.08,20.42
"REC-001080","CAMP-001","Search Growth Engine","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Always-on Acquisition","Europe","Returning Customers","Mobile",15609,769,62,1176.98,8894.39,7717.41,86.77
"REC-001081","CAMP-015","Monthly Product Digest","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","North America","Students & Young Professionals","Mobile",7814,427,15,85.99,990.61,904.62,91.32
"REC-001082","CAMP-015","Monthly Product Digest","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","Asia-Pacific","Enterprise Decision Makers","Mobile",2240,131,17,42.18,3816.08,3773.90,98.89
"REC-001083","CAMP-020","Creator Partnership Series","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","Latin America","New Customers","Mobile",50825,1804,58,1002.72,4720.30,3717.58,78.76
"REC-001084","CAMP-020","Creator Partnership Series","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","Influencer","Influencer Partnership","MENA","Small Business Owners","Desktop",36356,1099,58,1178.56,7381.84,6203.28,84.03
"REC-001085","CAMP-024","Mobile App Acquisition","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","App Acquisition","Latin America","New Customers","Mobile",16760,644,32,669.53,2120.21,1450.68,68.42
"REC-001086","CAMP-005","Cart Recovery Social","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Retargeting","MENA","Students & Young Professionals","Mobile",10374,348,13,388.07,1100.02,711.95,64.72
"REC-001087","CAMP-014","Win Back Customers","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Reactivation","Europe","Enterprise Decision Makers","Mobile",14400,1193,224,153.51,65787.47,65633.96,99.77
"REC-001088","CAMP-012","Youth Engagement Sprint","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Engagement","Asia-Pacific","Students & Young Professionals","Mobile",25398,378,5,307.00,265.42,-41.58,-15.67
"REC-001089","CAMP-012","Youth Engagement Sprint","2025-04-05","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Engagement","Europe","New Customers","Mobile",22161,367,6,323.39,421.91,98.52,23.35
"REC-001090","CAMP-004","Social Scale Prospecting","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Prospecting","North America","New Customers","Mobile",10357,265,6,327.80,686.83,359.03,52.27
"REC-001091","CAMP-010","Short Video Discovery","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","TikTok Ads","Prospecting","North America","New Customers","Mobile",23820,544,13,492.10,1457.38,965.28,66.23
"REC-001092","CAMP-008","Executive Thought Leadership","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Brand Awareness","Europe","Small Business Owners","Desktop",1016,9,0,76.59,0.00,-76.59,NULL
"REC-001093","CAMP-017","Product Demo Views","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","MENA","Returning Customers","Mobile",17287,232,6,170.86,885.60,714.74,80.71
"REC-001094","CAMP-023","Enterprise Pipeline Builder","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","North America","Returning Customers","Mobile",6051,103,13,662.84,2674.42,2011.58,75.22
"REC-001095","CAMP-023","Enterprise Pipeline Builder","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","North America","New Customers","Mobile",5899,104,6,667.39,947.20,279.81,29.54
"REC-001096","CAMP-015","Monthly Product Digest","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","MENA","Returning Customers","Mobile",8417,572,56,109.22,8076.21,7966.99,98.65
"REC-001097","CAMP-019","Display Retargeting Loop","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Retargeting","Asia-Pacific","Returning Customers","Desktop",39671,253,6,136.42,849.20,712.78,83.94
"REC-001098","CAMP-019","Display Retargeting Loop","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","Display Ads","Retargeting","Asia-Pacific","Returning Customers","Mobile",36630,317,7,159.46,981.61,822.15,83.76
"REC-001099","CAMP-005","Cart Recovery Social","2025-04-06","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Retargeting","MENA","Students & Young Professionals","Desktop",18270,617,32,599.89,2362.00,1762.11,74.60
"REC-001100","CAMP-001","Search Growth Engine","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Always-on Acquisition","North America","Returning Customers","Mobile",10562,549,42,897.86,4756.23,3858.37,81.12
"REC-001101","CAMP-013","Lifecycle Nurture","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","North America","Enterprise Decision Makers","Tablet",14323,535,58,142.42,14781.20,14638.78,99.04
"REC-001102","CAMP-013","Lifecycle Nurture","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Email","Customer Nurture","Asia-Pacific","Small Business Owners","Mobile",13936,964,98,153.01,15960.74,15807.73,99.04
"REC-001103","CAMP-017","Product Demo Views","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","YouTube Ads","Product Education","Europe","Small Business Owners","Desktop",18283,158,3,157.66,429.02,271.36,63.25
"REC-001104","CAMP-006","Seasonal Offer Push","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Meta Ads","Seasonal Promotion","MENA","Students & Young Professionals","Mobile",7049,167,5,189.08,400.86,211.78,52.83
"REC-001105","CAMP-007","B2B Decision Makers","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Asia-Pacific","Small Business Owners","Desktop",8731,123,13,709.91,1888.99,1179.08,62.42
"REC-001106","CAMP-007","B2B Decision Makers","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","LinkedIn Ads","Lead Generation","Asia-Pacific","Small Business Owners","Desktop",8375,129,14,526.13,2468.81,1942.68,78.69
"REC-001107","CAMP-003","High Intent Retargeting","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Retargeting","Asia-Pacific","Enterprise Decision Makers","Desktop",13616,902,84,1202.96,32553.44,31350.48,96.30
"REC-001108","CAMP-003","High Intent Retargeting","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","Retargeting","Europe","Returning Customers","Desktop",12967,730,66,1067.57,8213.04,7145.47,87.00
"REC-001109","CAMP-024","Mobile App Acquisition","2025-04-07","2025-04-01",2025,4,"April    ","2025-04","Q2","Google Ads","App Acquisition","North America","New Customers","Mobile",15352,661,28,1304.00,1651.20,347.20,21.03
